unique_id,ds,y,unit_price
COMPLET,15-06-2021,12,1.5
COMPLET,16-06-2021,6,1.5
COMPLET,17-06-2021,4.5,1.5
COMPLET,18-06-2021,10.5,1.5
COMPLET,19-06-2021,7.5,1.5
COMPLET,20-06-2021,12,1.5
COMPLET,21-06-2021,13.5,1.5
COMPLET,22-06-2021,12,1.5
COMPLET,23-06-2021,10.5,1.5
COMPLET,24-06-2021,12,1.5
COMPLET,25-06-2021,12,1.5
COMPLET,26-06-2021,10.5,1.5
COMPLET,27-06-2021,12,1.5
COMPLET,28-06-2021,12,1.5
COMPLET,29-06-2021,9,1.5
COMPLET,30-06-2021,12,1.5
COMPLET,01-07-2021,6,1.5
COMPLET,02-07-2021,6,1.5
COMPLET,03-07-2021,13.5,1.5
COMPLET,04-07-2021,15,1.5
COMPLET,05-07-2021,12,1.5
COMPLET,06-07-2021,9,1.5
COMPLET,07-07-2021,10.5,1.5
COMPLET,08-07-2021,10.5,1.5
COMPLET,09-07-2021,12,1.5
COMPLET,10-07-2021,12,1.5
COMPLET,11-07-2021,15,1.5
COMPLET,12-07-2021,12,1.5
COMPLET,13-07-2021,12,1.5
COMPLET,14-07-2021,12,1.5
COMPLET,15-07-2021,9,1.5
COMPLET,16-07-2021,12,1.5
COMPLET,17-07-2021,10.5,1.5
COMPLET,18-07-2021,12,1.5
COMPLET,19-07-2021,13.5,1.5
COMPLET,20-07-2021,12,1.5
COMPLET,21-07-2021,12,1.5
COMPLET,22-07-2021,12,1.5
COMPLET,23-07-2021,10.5,1.5
COMPLET,24-07-2021,13.5,1.5
COMPLET,25-07-2021,6,1.5
COMPLET,26-07-2021,12,1.5
COMPLET,27-07-2021,12,1.5
COMPLET,28-07-2021,12,1.5
COMPLET,29-07-2021,9,1.5
COMPLET,30-07-2021,9,1.5
COMPLET,31-07-2021,13.5,1.5
COMPLET,01-08-2021,10.5,1.5
COMPLET,02-08-2021,10.5,1.5
COMPLET,03-08-2021,12,1.5
COMPLET,04-08-2021,12,1.5
COMPLET,05-08-2021,12,1.5
COMPLET,06-08-2021,12,1.5
COMPLET,07-08-2021,12,1.5
COMPLET,08-08-2021,12,1.5
COMPLET,09-08-2021,10.5,1.5
COMPLET,10-08-2021,12,1.5
COMPLET,11-08-2021,13.5,1.5
COMPLET,12-08-2021,9,1.5
COMPLET,13-08-2021,12,1.5
COMPLET,14-08-2021,15,1.5
COMPLET,15-08-2021,15,1.5
COMPLET,16-08-2021,12,1.5
COMPLET,17-08-2021,13.5,1.5
COMPLET,18-08-2021,15,1.5
COMPLET,19-08-2021,15,1.5
COMPLET,20-08-2021,10.5,1.5
COMPLET,21-08-2021,15,1.5
COMPLET,22-08-2021,15,1.5
COMPLET,23-08-2021,12,1.5
COMPLET,24-08-2021,15,1.5
COMPLET,25-08-2021,10.5,1.5
COMPLET,26-08-2021,12,1.5
COMPLET,27-08-2021,12,1.5
COMPLET,28-08-2021,15,1.5
COMPLET,29-08-2021,15,1.5
COMPLET,30-08-2021,15,1.5
COMPLET,31-08-2021,13.5,1.5
COMPLET,01-09-2021,9,1.5
COMPLET,02-09-2021,7.5,1.5
COMPLET,03-09-2021,13.5,1.5
COMPLET,04-09-2021,12,1.5
COMPLET,05-09-2021,12,1.5
COMPLET,06-09-2021,7.5,1.5
COMPLET,07-09-2021,10.5,1.5
COMPLET,08-09-2021,7.5,1.5
COMPLET,09-09-2021,9,1.5
COMPLET,10-09-2021,9,1.5
COMPLET,11-09-2021,9,1.5
COMPLET,12-09-2021,9,1.5
COMPLET,13-09-2021,9,1.5
COMPLET,14-09-2021,7.5,1.5
COMPLET,15-09-2021,7.5,1.5
COMPLET,16-09-2021,1.5,1.5
COMPLET,17-09-2021,3,1.5
COMPLET,18-09-2021,9,1.5
COMPLET,19-09-2021,9,1.5
COMPLET,20-09-2021,9,1.5
COMPLET,21-09-2021,9,1.5
COMPLET,22-09-2021,0,1.5
COMPLET,23-09-2021,6,1.5
COMPLET,24-09-2021,1.5,1.5
COMPLET,25-09-2021,12,1.5
COMPLET,26-09-2021,6,1.5
COMPLET,27-09-2021,6,1.5
COMPLET,28-09-2021,3,1.5
COMPLET,29-09-2021,1.5,1.5
COMPLET,30-09-2021,1.5,1.5
COMPLET,01-10-2021,9,1.5
COMPLET,02-10-2021,6,1.5
COMPLET,03-10-2021,6,1.5
COMPLET,04-10-2021,6,1.5
COMPLET,05-10-2021,4.5,1.5
COMPLET,06-10-2021,7.5,1.5
COMPLET,07-10-2021,7.5,1.5
COMPLET,08-10-2021,9,1.5
COMPLET,09-10-2021,10.5,1.5
COMPLET,10-10-2021,9,1.5
COMPLET,11-10-2021,9,1.5
COMPLET,12-10-2021,7.5,1.5
COMPLET,13-10-2021,3,1.5
COMPLET,14-10-2021,6,1.5
COMPLET,15-10-2021,10.5,1.5
COMPLET,16-10-2021,12,1.5
COMPLET,17-10-2021,9,1.5
COMPLET,18-10-2021,9,1.5
COMPLET,19-10-2021,6,1.5
COMPLET,20-10-2021,4.5,1.5
COMPLET,21-10-2021,6,1.5
COMPLET,22-10-2021,9,1.5
COMPLET,23-10-2021,9,1.5
COMPLET,24-10-2021,9,1.5
COMPLET,25-10-2021,9,1.5
COMPLET,26-10-2021,9,1.5
COMPLET,27-10-2021,7.5,1.5
COMPLET,28-10-2021,12,1.5
COMPLET,29-10-2021,9,1.5
COMPLET,30-10-2021,9,1.5
COMPLET,31-10-2021,9,1.5
COMPLET,01-11-2021,10.5,1.5
COMPLET,02-11-2021,3,1.5
COMPLET,03-11-2021,12,1.5
COMPLET,04-11-2021,4.5,1.5
COMPLET,05-11-2021,6,1.5
COMPLET,06-11-2021,9,1.5
COMPLET,07-11-2021,7.5,1.5
COMPLET,08-11-2021,3,1.5
COMPLET,09-11-2021,6,1.5
COMPLET,10-11-2021,6,1.5
COMPLET,11-11-2021,9,1.5
COMPLET,12-11-2021,4.5,1.5
COMPLET,13-11-2021,9,1.5
COMPLET,14-11-2021,9,1.5
COMPLET,15-11-2021,4.5,1.5
COMPLET,16-11-2021,4.5,1.5
COMPLET,17-11-2021,0,1.5
COMPLET,18-11-2021,6,1.5
COMPLET,19-11-2021,6,1.5
COMPLET,20-11-2021,4.5,1.5
COMPLET,21-11-2021,3,1.5
COMPLET,22-11-2021,0,1.5
COMPLET,23-11-2021,6,1.5
COMPLET,24-11-2021,0,1.5
COMPLET,25-11-2021,6,1.5
COMPLET,26-11-2021,6,1.5
COMPLET,27-11-2021,6,1.5
COMPLET,28-11-2021,4.5,1.5
COMPLET,29-11-2021,3,1.5
COMPLET,30-11-2021,6,1.5
COMPLET,01-12-2021,0,1.5
COMPLET,02-12-2021,1.5,1.5
COMPLET,03-12-2021,7.5,1.5
COMPLET,04-12-2021,7.5,1.5
COMPLET,05-12-2021,9,1.5
COMPLET,06-12-2021,0,1.5
COMPLET,07-12-2021,0,1.5
COMPLET,08-12-2021,0,1.5
COMPLET,09-12-2021,3,1.5
COMPLET,10-12-2021,6,1.5
COMPLET,11-12-2021,3,1.5
COMPLET,12-12-2021,7.5,1.5
COMPLET,13-12-2021,7.5,1.5
COMPLET,14-12-2021,1.5,1.5
COMPLET,15-12-2021,0,1.5
COMPLET,16-12-2021,4.5,1.5
COMPLET,17-12-2021,7.5,1.5
COMPLET,18-12-2021,10.5,1.5
COMPLET,19-12-2021,6,1.5
COMPLET,20-12-2021,3,1.5
COMPLET,21-12-2021,7.5,1.5
COMPLET,22-12-2021,4.5,1.5
COMPLET,23-12-2021,9,1.5
COMPLET,24-12-2021,15,1.5
COMPLET,25-12-2021,10.5,1.5
COMPLET,26-12-2021,0,1.5
COMPLET,27-12-2021,7.5,1.5
COMPLET,28-12-2021,7.5,1.5
COMPLET,29-12-2021,4.5,1.5
COMPLET,30-12-2021,6,1.5
COMPLET,31-12-2021,10.5,1.5
COMPLET,01-01-2022,0,1.5
COMPLET,02-01-2022,9,1.5
COMPLET,03-01-2022,10.5,1.5
COMPLET,04-01-2022,1.5,1.5
COMPLET,05-01-2022,0,1.5
COMPLET,06-01-2022,7.5,1.5
COMPLET,07-01-2022,4.5,1.5
COMPLET,08-01-2022,6,1.5
COMPLET,09-01-2022,7.5,1.5
COMPLET,10-01-2022,7.5,1.5
COMPLET,11-01-2022,7.5,1.5
COMPLET,12-01-2022,0,1.5
COMPLET,13-01-2022,4.5,1.5
COMPLET,14-01-2022,7.5,1.5
COMPLET,15-01-2022,1.5,1.5
COMPLET,16-01-2022,7.5,1.5
COMPLET,17-01-2022,6,1.5
COMPLET,18-01-2022,6,1.5
COMPLET,19-01-2022,0,1.5
COMPLET,20-01-2022,3,1.5
COMPLET,21-01-2022,4.5,1.5
COMPLET,22-01-2022,7.5,1.5
COMPLET,23-01-2022,7.5,1.5
COMPLET,24-01-2022,4.5,1.5
COMPLET,25-01-2022,7.5,1.5
COMPLET,26-01-2022,0,1.5
COMPLET,27-01-2022,9,1.5
COMPLET,28-01-2022,4.5,1.5
COMPLET,29-01-2022,4.5,1.5
COMPLET,30-01-2022,4.5,1.5
COMPLET,31-01-2022,4.5,1.5
COMPLET,01-02-2022,0,1.5
COMPLET,02-02-2022,0,1.5
COMPLET,03-02-2022,4.5,1.5
COMPLET,04-02-2022,3,1.5
COMPLET,05-02-2022,4.5,1.5
COMPLET,06-02-2022,9,1.5
COMPLET,07-02-2022,9,1.8
COMPLET,08-02-2022,9,1.8
COMPLET,09-02-2022,0,1.8
COMPLET,10-02-2022,10.8,1.8
COMPLET,11-02-2022,3.6,1.8
COMPLET,12-02-2022,5.4,1.8
COMPLET,13-02-2022,10.8,1.8
COMPLET,14-02-2022,10.8,1.8
COMPLET,15-02-2022,10.8,1.8
COMPLET,16-02-2022,0,1.8
COMPLET,17-02-2022,10.8,1.8
COMPLET,18-02-2022,5.4,1.8
COMPLET,19-02-2022,10.8,1.8
COMPLET,20-02-2022,12.6,1.8
COMPLET,21-02-2022,10.8,1.8
COMPLET,22-02-2022,9,1.8
COMPLET,23-02-2022,0,1.8
COMPLET,24-02-2022,10.8,1.8
COMPLET,25-02-2022,10.8,1.8
COMPLET,26-02-2022,12.6,1.8
COMPLET,27-02-2022,10.8,1.8
COMPLET,28-02-2022,5.4,1.8
COMPLET,01-03-2022,10.8,1.8
COMPLET,02-03-2022,10.8,1.8
COMPLET,03-03-2022,10.8,1.8
COMPLET,04-03-2022,12.6,1.8
COMPLET,05-03-2022,10.8,1.8
COMPLET,06-03-2022,10.8,1.8
COMPLET,07-03-2022,0,1.8
COMPLET,08-03-2022,7.2,1.8
COMPLET,09-03-2022,12.6,1.8
COMPLET,10-03-2022,5.4,1.8
COMPLET,11-03-2022,5.4,1.8
COMPLET,12-03-2022,9,1.8
COMPLET,13-03-2022,9,1.8
COMPLET,14-03-2022,12.6,1.8
COMPLET,15-03-2022,7.2,1.8
COMPLET,16-03-2022,0,1.8
COMPLET,17-03-2022,0,1.8
COMPLET,18-03-2022,3.6,1.8
COMPLET,19-03-2022,7.2,1.8
COMPLET,20-03-2022,7.2,1.8
COMPLET,21-03-2022,10.8,1.8
COMPLET,22-03-2022,7.2,1.8
COMPLET,23-03-2022,9,1.8
COMPLET,24-03-2022,3.6,1.8
COMPLET,25-03-2022,9,1.8
COMPLET,26-03-2022,10.8,1.8
COMPLET,27-03-2022,10.8,1.8
COMPLET,28-03-2022,5.4,1.8
COMPLET,29-03-2022,10.8,1.8
COMPLET,30-03-2022,5.4,1.8
COMPLET,31-03-2022,10.8,1.8
COMPLET,01-04-2022,7.2,1.8
COMPLET,02-04-2022,10.8,1.8
COMPLET,03-04-2022,10.8,1.8
COMPLET,04-04-2022,7.2,1.8
COMPLET,05-04-2022,7.2,1.8
COMPLET,06-04-2022,10.8,1.8
COMPLET,07-04-2022,7.2,1.8
COMPLET,08-04-2022,7.2,1.8
COMPLET,09-04-2022,9,1.8
COMPLET,10-04-2022,3.6,1.8
COMPLET,11-04-2022,10.8,1.8
COMPLET,12-04-2022,10.8,1.8
COMPLET,13-04-2022,7.2,1.8
COMPLET,14-04-2022,16.2,1.8
COMPLET,15-04-2022,12.6,1.8
COMPLET,16-04-2022,18,1.8
COMPLET,17-04-2022,9,1.8
COMPLET,18-04-2022,12.6,1.8
COMPLET,19-04-2022,10.8,1.8
COMPLET,20-04-2022,12.6,1.8
COMPLET,21-04-2022,14.4,1.8
COMPLET,22-04-2022,12.6,1.8
COMPLET,23-04-2022,9,1.8
COMPLET,24-04-2022,16.2,1.8
COMPLET,25-04-2022,10.8,1.8
COMPLET,26-04-2022,14.4,1.8
COMPLET,27-04-2022,7.2,1.8
COMPLET,28-04-2022,12.6,1.8
COMPLET,29-04-2022,18,1.8
COMPLET,30-04-2022,14.4,1.8
COMPLET,01-05-2022,12.6,1.8
COMPLET,02-05-2022,7.2,1.8
COMPLET,03-05-2022,9,1.8
COMPLET,04-05-2022,0,1.8
COMPLET,05-05-2022,7.2,1.8
COMPLET,06-05-2022,18,1.8
COMPLET,07-05-2022,9,1.8
COMPLET,08-05-2022,12.6,1.8
COMPLET,09-05-2022,10.8,1.8
COMPLET,10-05-2022,5.4,1.8
COMPLET,11-05-2022,10.8,1.8
COMPLET,12-05-2022,14.4,1.8
COMPLET,13-05-2022,7.2,1.8
COMPLET,14-05-2022,9,1.8
COMPLET,15-05-2022,10.8,1.8
COMPLET,16-05-2022,10.8,1.8
COMPLET,17-05-2022,10.8,1.8
COMPLET,18-05-2022,10.8,1.8
COMPLET,19-05-2022,10.8,1.8
COMPLET,20-05-2022,10.8,1.8
COMPLET,21-05-2022,10.8,1.8
COMPLET,22-05-2022,9,1.8
COMPLET,23-05-2022,5.4,1.8
COMPLET,24-05-2022,10.8,1.8
COMPLET,25-05-2022,10.8,1.8
COMPLET,26-05-2022,18,1.8
COMPLET,27-05-2022,10.8,1.8
COMPLET,28-05-2022,18,1.8
COMPLET,29-05-2022,14.4,1.8
COMPLET,30-05-2022,10.8,1.8
COMPLET,31-05-2022,10.8,1.8
COMPLET,01-06-2022,10.8,1.8
COMPLET,02-06-2022,3.6,1.8
COMPLET,03-06-2022,10.8,1.8
COMPLET,04-06-2022,14.4,1.8
COMPLET,05-06-2022,12.6,1.8
COMPLET,06-06-2022,14.4,1.8
COMPLET,07-06-2022,5.4,1.8
COMPLET,08-06-2022,9,1.8
COMPLET,09-06-2022,9,1.8
COMPLET,10-06-2022,7.2,1.8
COMPLET,11-06-2022,9,1.8
COMPLET,12-06-2022,10.8,1.8
COMPLET,13-06-2022,10.8,1.8
COMPLET,14-06-2022,7.2,1.8
COMPLET,15-06-2022,10.8,1.8
COMPLET,16-06-2022,10.8,1.8
COMPLET,17-06-2022,10.8,1.8
COMPLET,18-06-2022,10.8,1.8
COMPLET,19-06-2022,10.8,1.8
COMPLET,20-06-2022,1.8,1.8
COMPLET,21-06-2022,10.8,1.8
COMPLET,22-06-2022,3.6,1.8
COMPLET,23-06-2022,10.8,1.8
COMPLET,24-06-2022,10.8,1.8
COMPLET,25-06-2022,10.8,1.8
COMPLET,26-06-2022,10.8,1.8
COMPLET,27-06-2022,10.8,1.8
COMPLET,28-06-2022,10.8,1.8
COMPLET,29-06-2022,9.5,1.9
COMPLET,30-06-2022,9.5,1.9
COMPLET,01-07-2022,11.4,1.9
COMPLET,02-07-2022,11.4,1.9
COMPLET,03-07-2022,13.3,1.9
COMPLET,04-07-2022,11.4,1.9
COMPLET,05-07-2022,11.4,1.9
COMPLET,06-07-2022,13.3,1.9
COMPLET,07-07-2022,9.5,1.9
COMPLET,08-07-2022,17.1,1.9
COMPLET,09-07-2022,11.4,1.9
COMPLET,10-07-2022,13.3,1.9
COMPLET,11-07-2022,11.4,1.9
COMPLET,12-07-2022,9.5,1.9
COMPLET,13-07-2022,17.1,1.9
COMPLET,14-07-2022,17.1,1.9
COMPLET,15-07-2022,13.3,1.9
COMPLET,16-07-2022,26.6,1.9
COMPLET,17-07-2022,28.5,1.9
COMPLET,18-07-2022,19,1.9
COMPLET,19-07-2022,9.5,1.9
COMPLET,20-07-2022,15.2,1.9
COMPLET,21-07-2022,19,1.9
COMPLET,22-07-2022,17.1,1.9
COMPLET,23-07-2022,20.9,1.9
COMPLET,24-07-2022,19,1.9
COMPLET,25-07-2022,15.2,1.9
COMPLET,26-07-2022,19,1.9
COMPLET,27-07-2022,19,1.9
COMPLET,28-07-2022,15.2,1.9
COMPLET,29-07-2022,17.1,1.9
COMPLET,30-07-2022,19,1.9
COMPLET,31-07-2022,17.1,1.9
COMPLET,01-08-2022,24.7,1.9
COMPLET,02-08-2022,17.1,1.9
COMPLET,03-08-2022,19,1.9
COMPLET,04-08-2022,17.1,1.9
COMPLET,05-08-2022,1.9,1.9
COMPLET,06-08-2022,19,1.9
COMPLET,07-08-2022,19,1.9
COMPLET,08-08-2022,19,1.9
COMPLET,09-08-2022,19,1.9
COMPLET,10-08-2022,20.9,1.9
COMPLET,11-08-2022,19,1.9
COMPLET,12-08-2022,15.2,1.9
COMPLET,13-08-2022,19,1.9
COMPLET,14-08-2022,19,1.9
COMPLET,15-08-2022,19,1.9
COMPLET,16-08-2022,19,1.9
COMPLET,17-08-2022,11.4,1.9
COMPLET,18-08-2022,17.1,1.9
COMPLET,19-08-2022,19,1.9
COMPLET,20-08-2022,19,1.9
COMPLET,21-08-2022,17.1,1.9
COMPLET,22-08-2022,19,1.9
COMPLET,23-08-2022,13.3,1.9
COMPLET,24-08-2022,20.9,1.9
COMPLET,25-08-2022,5.7,1.9
COMPLET,26-08-2022,7.6,1.9
COMPLET,27-08-2022,11.4,1.9
COMPLET,28-08-2022,19,1.9
COMPLET,29-08-2022,11.4,1.9
COMPLET,30-08-2022,11.4,1.9
COMPLET,31-08-2022,9.5,1.9
COMPLET,01-09-2022,0,1.9
COMPLET,02-09-2022,13.3,1.9
COMPLET,03-09-2022,15.2,1.9
COMPLET,04-09-2022,15.2,1.9
COMPLET,05-09-2022,9.5,1.9
COMPLET,06-09-2022,5.7,1.9
COMPLET,07-09-2022,7.6,1.9
COMPLET,08-09-2022,9.5,1.9
COMPLET,09-09-2022,5.7,1.9
COMPLET,10-09-2022,11.4,1.9
COMPLET,11-09-2022,11.4,1.9
COMPLET,12-09-2022,5.7,1.9
COMPLET,13-09-2022,11.4,1.9
COMPLET,14-09-2022,5.7,1.9
COMPLET,15-09-2022,11.4,1.9
COMPLET,16-09-2022,9.5,1.9
COMPLET,17-09-2022,11.4,1.9
COMPLET,18-09-2022,9.5,1.9
COMPLET,19-09-2022,0,1.9
COMPLET,20-09-2022,7.6,1.9
COMPLET,21-09-2022,7.6,1.9
COMPLET,22-09-2022,7.6,1.9
COMPLET,23-09-2022,7.6,1.9
COMPLET,24-09-2022,7.6,1.9
COMPLET,25-09-2022,7.6,1.9
COMPLET,26-09-2022,7.6,1.9
COMPLET,27-09-2022,7.6,1.9
COMPLET,28-09-2022,5.7,1.9
COMPLET,29-09-2022,7.6,1.9
COMPLET,30-09-2022,9.5,1.9
COOKIE,02-01-2021,8,1
COOKIE,03-01-2021,2,1
COOKIE,04-01-2021,2,1
COOKIE,05-01-2021,6,1
COOKIE,06-01-2021,0,1
COOKIE,07-01-2021,3,1
COOKIE,08-01-2021,5,1
COOKIE,09-01-2021,2,1
COOKIE,10-01-2021,4,1
COOKIE,11-01-2021,7,1
COOKIE,12-01-2021,6,1
COOKIE,13-01-2021,0,1
COOKIE,14-01-2021,3,1
COOKIE,15-01-2021,2,1
COOKIE,16-01-2021,7,1
COOKIE,17-01-2021,10,1
COOKIE,18-01-2021,6,1
COOKIE,19-01-2021,8,1
COOKIE,20-01-2021,0,1
COOKIE,21-01-2021,3,1
COOKIE,22-01-2021,4,1
COOKIE,23-01-2021,3,1
COOKIE,24-01-2021,7,1
COOKIE,25-01-2021,0,1
COOKIE,26-01-2021,9,1
COOKIE,27-01-2021,0,1
COOKIE,28-01-2021,6,1
COOKIE,29-01-2021,3,1
COOKIE,30-01-2021,1,1
COOKIE,31-01-2021,4,1
COOKIE,01-02-2021,5,1
COOKIE,02-02-2021,4,1
COOKIE,03-02-2021,0,1
COOKIE,04-02-2021,1,1
COOKIE,05-02-2021,6,1
COOKIE,06-02-2021,1,1
COOKIE,07-02-2021,1,1
COOKIE,08-02-2021,3,1
COOKIE,09-02-2021,2,1
COOKIE,10-02-2021,0,1
COOKIE,11-02-2021,1,1
COOKIE,12-02-2021,1,1
COOKIE,13-02-2021,1,1
COOKIE,14-02-2021,10,1
COOKIE,15-02-2021,4,1
COOKIE,16-02-2021,0,1
COOKIE,17-02-2021,0,1
COOKIE,18-02-2021,4,1
COOKIE,19-02-2021,8,1
COOKIE,20-02-2021,4,1
COOKIE,21-02-2021,6,1
COOKIE,22-02-2021,2,1
COOKIE,23-02-2021,8,1
COOKIE,24-02-2021,0,1
COOKIE,25-02-2021,2,1
COOKIE,26-02-2021,11,1
COOKIE,27-02-2021,0,1
COOKIE,28-02-2021,9,1
COOKIE,01-03-2021,3,1
COOKIE,02-03-2021,6,1
COOKIE,03-03-2021,0,1
COOKIE,04-03-2021,5,1
COOKIE,05-03-2021,9,1
COOKIE,06-03-2021,6,1
COOKIE,07-03-2021,5,1
COOKIE,08-03-2021,5,1
COOKIE,09-03-2021,6,1
COOKIE,10-03-2021,0,1
COOKIE,11-03-2021,4,1
COOKIE,12-03-2021,7,1
COOKIE,13-03-2021,2,1
COOKIE,14-03-2021,5,1
COOKIE,15-03-2021,11,1
COOKIE,16-03-2021,3,1
COOKIE,17-03-2021,0,1
COOKIE,18-03-2021,3,1
COOKIE,19-03-2021,6,1
COOKIE,20-03-2021,4,1
COOKIE,21-03-2021,2,1
COOKIE,22-03-2021,8,1
COOKIE,23-03-2021,6,1
COOKIE,24-03-2021,0,1
COOKIE,25-03-2021,5,1
COOKIE,26-03-2021,6,1
COOKIE,27-03-2021,3,1
COOKIE,28-03-2021,3,1
COOKIE,29-03-2021,3,1
COOKIE,30-03-2021,2,1
COOKIE,31-03-2021,0,1
COOKIE,01-04-2021,3,1
COOKIE,02-04-2021,9,1
COOKIE,03-04-2021,8,1
COOKIE,04-04-2021,2,1
COOKIE,05-04-2021,3,1
COOKIE,06-04-2021,3,1
COOKIE,07-04-2021,0,1
COOKIE,08-04-2021,3,1
COOKIE,09-04-2021,3,1
COOKIE,10-04-2021,10,1
COOKIE,11-04-2021,3,1
COOKIE,12-04-2021,8,1
COOKIE,13-04-2021,5,1
COOKIE,14-04-2021,8,1
COOKIE,15-04-2021,9,1
COOKIE,16-04-2021,6,1
COOKIE,17-04-2021,8,1
COOKIE,18-04-2021,6,1
COOKIE,19-04-2021,5,1
COOKIE,20-04-2021,4,1
COOKIE,21-04-2021,6,1
COOKIE,22-04-2021,11,1
COOKIE,23-04-2021,3,1
COOKIE,24-04-2021,6,1
COOKIE,25-04-2021,4,1
COOKIE,26-04-2021,10,1
COOKIE,27-04-2021,5,1
COOKIE,28-04-2021,8,1
COOKIE,29-04-2021,5,1
COOKIE,30-04-2021,7,1
COOKIE,01-05-2021,5,1
COOKIE,02-05-2021,7,1
COOKIE,03-05-2021,7,1
COOKIE,04-05-2021,6,1
COOKIE,05-05-2021,6,1
COOKIE,06-05-2021,3,1
COOKIE,07-05-2021,7,1
COOKIE,08-05-2021,8,1
COOKIE,09-05-2021,8,1
COOKIE,10-05-2021,6,1
COOKIE,11-05-2021,5,1
COOKIE,12-05-2021,5,1
COOKIE,13-05-2021,3,1
COOKIE,14-05-2021,8,1
COOKIE,15-05-2021,9,1
COOKIE,16-05-2021,8,1
COOKIE,17-05-2021,0,1
COOKIE,18-05-2021,0,1
COOKIE,19-05-2021,0,1
COOKIE,20-05-2021,0,1
COOKIE,21-05-2021,5,1
COOKIE,22-05-2021,5,1
COOKIE,23-05-2021,12,1
COOKIE,24-05-2021,9,1
COOKIE,25-05-2021,5,1
COOKIE,26-05-2021,2,1
COOKIE,27-05-2021,4,1
COOKIE,28-05-2021,12,1
COOKIE,29-05-2021,10,1
COOKIE,30-05-2021,6,1
COOKIE,31-05-2021,3,1
COOKIE,01-06-2021,2,1
COOKIE,02-06-2021,4,1
COOKIE,03-06-2021,4,1
COOKIE,04-06-2021,3,1
COOKIE,05-06-2021,5,1
COOKIE,06-06-2021,15,1
COOKIE,07-06-2021,5,1
COOKIE,08-06-2021,9,1
COOKIE,09-06-2021,1,1
COOKIE,10-06-2021,7,1
COOKIE,11-06-2021,3,1
COOKIE,12-06-2021,2,1
COOKIE,13-06-2021,11,1
COOKIE,14-06-2021,2,1
COOKIE,15-06-2021,11,1
COOKIE,16-06-2021,10,1
COOKIE,17-06-2021,6,1
COOKIE,18-06-2021,11,1
COOKIE,19-06-2021,2,1
COOKIE,20-06-2021,9,1
COOKIE,21-06-2021,8,1
COOKIE,22-06-2021,10,1
COOKIE,23-06-2021,8,1
COOKIE,24-06-2021,9,1
COOKIE,25-06-2021,5,1
COOKIE,26-06-2021,7,1
COOKIE,27-06-2021,11,1
COOKIE,28-06-2021,1,1
COOKIE,29-06-2021,4,1
COOKIE,30-06-2021,2,1
COOKIE,01-07-2021,6,1
COOKIE,02-07-2021,3,1
COOKIE,03-07-2021,9,1
COOKIE,04-07-2021,7,1
COOKIE,05-07-2021,10,1
COOKIE,06-07-2021,11,1
COOKIE,07-07-2021,4,1
COOKIE,08-07-2021,10,1
COOKIE,09-07-2021,8,1
COOKIE,10-07-2021,7,1
COOKIE,11-07-2021,5,1
COOKIE,12-07-2021,15,1
COOKIE,13-07-2021,11,1
COOKIE,14-07-2021,5,1
COOKIE,15-07-2021,13,1
COOKIE,16-07-2021,3,1
COOKIE,17-07-2021,7,1
COOKIE,18-07-2021,1,1
COOKIE,19-07-2021,1,1
COOKIE,20-07-2021,11,1
COOKIE,21-07-2021,8,1
COOKIE,22-07-2021,13,1
COOKIE,23-07-2021,10,1
COOKIE,24-07-2021,12,1
COOKIE,25-07-2021,7,1
COOKIE,26-07-2021,8,1
COOKIE,27-07-2021,10,1
COOKIE,28-07-2021,13,1
COOKIE,29-07-2021,9,1
COOKIE,30-07-2021,5,1
COOKIE,31-07-2021,10,1
COOKIE,01-08-2021,6,1
COOKIE,02-08-2021,3,1
COOKIE,03-08-2021,11,1
COOKIE,04-08-2021,16,1
COOKIE,05-08-2021,10,1
COOKIE,06-08-2021,21,1
COOKIE,07-08-2021,11,1
COOKIE,08-08-2021,7,1
COOKIE,09-08-2021,13,1
COOKIE,10-08-2021,15,1
COOKIE,11-08-2021,13,1
COOKIE,12-08-2021,18,1
COOKIE,13-08-2021,17,1
COOKIE,14-08-2021,24,1
COOKIE,15-08-2021,19,1
COOKIE,16-08-2021,17,1
COOKIE,17-08-2021,11,1
COOKIE,18-08-2021,14,1
COOKIE,19-08-2021,8,1
COOKIE,20-08-2021,10,1
COOKIE,21-08-2021,10,1
COOKIE,22-08-2021,10,1
COOKIE,23-08-2021,5,1
COOKIE,24-08-2021,13,1
COOKIE,25-08-2021,10,1
COOKIE,26-08-2021,14,1
COOKIE,27-08-2021,12,1
COOKIE,28-08-2021,18,1
COOKIE,29-08-2021,12,1
COOKIE,30-08-2021,9,1
COOKIE,31-08-2021,6,1
COOKIE,01-09-2021,3,1
COOKIE,02-09-2021,4,1
COOKIE,03-09-2021,5,1
COOKIE,04-09-2021,11,1
COOKIE,05-09-2021,9,1
COOKIE,06-09-2021,3,1
COOKIE,07-09-2021,6,1
COOKIE,08-09-2021,1,1
COOKIE,09-09-2021,2,1
COOKIE,10-09-2021,4,1
COOKIE,11-09-2021,4,1
COOKIE,12-09-2021,5,1
COOKIE,13-09-2021,10,1
COOKIE,14-09-2021,9,1
COOKIE,15-09-2021,8,1
COOKIE,16-09-2021,4,1
COOKIE,17-09-2021,6,1
COOKIE,18-09-2021,1,1
COOKIE,19-09-2021,7,1
COOKIE,20-09-2021,0,1
